timeStamp,elapsed,label,responseCode,responseMessage,dataType,success,failureMessage,bytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1659643025344,215,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,215,0,118
1659643025467,178,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,178,0,0
1659643025475,155,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,155,0,0
1659643025465,165,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,165,0,0
1659643025465,150,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,150,0,0
1659643025560,98,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,98,0,0
1659643025512,198,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,198,0,133
1659643025648,94,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,94,0,0
1659643025658,98,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,98,0,0
1659643025710,57,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,57,0,0
1659643025648,189,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,189,0,108
1659643025648,198,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,198,0,109
1659643025648,205,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,205,0,111
1659643025767,93,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,93,0,0
1659643025837,86,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,86,0,0
1659643025742,207,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,207,0,108
1659643025846,115,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,115,0,0
1659643025756,212,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,212,0,111
1659643025853,134,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,134,0,0
1659643025923,127,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,127,0,0
1659643025961,178,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,178,0,0
1659643025987,152,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,152,0,0
1659643025968,159,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,159,0,0
1659643025949,178,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,178,0,0
1659643025860,236,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,236,0,117
1659643026152,123,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,123,0,0
1659643026050,231,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,231,0,114
1659643026152,142,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,142,0,0
1659643026152,147,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,147,0,0
1659643026152,172,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,172,0,109
1659643026152,183,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,183,0,106
1659643026281,104,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,104,0,0
1659643026294,115,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,115,0,0
1659643026324,109,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,109,0,0
1659643026336,99,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,99,0,0
1659643026276,194,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,194,0,111
1659643026299,182,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,182,0,105
1659643026385,112,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,112,0,0
1659643026433,118,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,118,0,0
1659643026435,126,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,126,0,0
1659643026471,109,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,109,0,0
1659643026409,185,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,185,0,111
1659643026481,115,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,115,0,0
1659643026580,53,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,53,0,0
1659643026497,186,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,186,0,112
1659643026594,97,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,97,0,0
1659643026596,97,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,97,0,0
1659643026551,161,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,161,0,117
1659643026561,197,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,197,0,126
1659643026683,100,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,100,0,0
1659643026712,106,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,106,0,0
1659643026691,128,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,128,0,0
1659643026666,185,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,185,0,106
1659643026758,129,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,129,0,0
1659643026693,210,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,210,0,105
1659643026783,131,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,131,0,0
1659643026851,109,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,109,0,0
1659643026818,144,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,144,0,0
1659643026819,186,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,186,0,107
1659643026887,124,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,124,0,0
1659643026903,110,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,110,0,0
1659643026960,63,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,63,0,0
1659643027005,89,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,89,0,0
1659643026914,183,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,183,0,106
1659643026962,171,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,171,0,105
1659643027013,107,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,107,0,0
1659643027011,201,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,201,0,108
1659643027094,121,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,121,0,0
1659643027097,124,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,124,0,0
1659643027023,198,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,198,0,106
1659643027181,87,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,87,0,0
1659643027221,139,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,139,0,0
1659643027212,155,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,155,0,0
1659643027221,151,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,151,0,0
1659643027268,137,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,137,0,0
1659643027181,224,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,224,0,110
1659643027215,195,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,195,0,107
1659643027367,127,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,127,0,0
1659643027372,170,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,170,0,0
1659643027406,180,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,180,0,0
1659643027406,265,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,265,0,107
1659643027361,294,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,294,0,109
1659643027410,230,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,230,0,0
1659643027494,254,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,254,0,108
1659643027543,257,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,257,0,113
1659643027586,230,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,230,0,0
1659643027694,204,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,204,0,0
1659643027694,215,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,215,0,0
1659643027694,225,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,225,0,0
1659643027748,179,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,179,0,0
1659643027800,129,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,129,0,0
1659643027898,59,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,59,0,0
1659643027909,103,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,103,0,0
1659643027816,200,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,200,0,111
1659643027927,116,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,116,0,0
1659643027929,119,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,119,0,0
1659643028016,60,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,60,0,0
1659643027919,162,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,162,0,109
1659643028048,166,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,166,0,108
1659643028044,167,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,167,0,107
1659643028081,71,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,71,0,0
1659643028076,66,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,66,0,0
1659643028216,105,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,105,0,0
1659643028216,118,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,118,0,0
1659643028216,126,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,126,0,0
1659643028216,176,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,176,0,107
1659643028321,87,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,87,0,0
1659643028334,81,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,81,0,0
1659643028392,48,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,48,0,0
1659643028440,50,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,50,0,0
1659643028342,161,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,161,0,111
1659643028503,57,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,57,0,0
1659643028408,163,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,163,0,108
1659643028415,164,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,164,0,112
1659643028560,64,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,64,0,0
1659643028571,107,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,107,0,0
1659643028579,99,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,99,0,0
1659643028490,188,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,188,0,110
1659643028624,229,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,229,0,123
1659643028726,147,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,147,0,0
1659643028726,151,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,151,0,0
1659643028726,158,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,158,0,0
1659643028853,104,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,104,0,0
1659643028877,105,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,105,0,0
1659643028884,194,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,194,0,107
1659643028957,122,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,122,0,0
1659643029078,48,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,48,0,0
1659643028982,156,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,156,0,111
1659643029138,60,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,60,0,0
1659643029127,71,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,71,0,0
1659643029079,169,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,169,0,119
1659643029233,67,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,67,0,0
1659643029248,61,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,61,0,0
1659643029233,169,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,169,0,107
1659643029309,95,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,95,0,0
1659643029300,172,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,172,0,106
1659643029402,85,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,85,0,0
1659643029472,48,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,48,0,0
1659643029487,49,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,49,0,0
1659643029404,191,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,191,0,119
1659643029520,90,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,90,0,0
1659643029536,201,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,201,0,110
1659643029595,127,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,127,0,0
1659643029610,190,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,190,0,127
1659643029743,96,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,96,0,0
1659643029743,102,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,102,0,0
1659643029800,55,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,55,0,0
1659643029845,72,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,72,0,0
1659643029855,73,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,73,0,0
1659643029840,155,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,155,0,111
1659643029995,51,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,51,0,0
1659643029917,158,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,158,0,112
1659643029928,169,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,169,0,110
1659643030046,85,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,85,0,0
1659643030075,87,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,87,0,0
1659643030162,49,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,49,0,0
1659643030097,73,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,73,0,0
1659643030131,157,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,157,0,112
1659643030255,49,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,49,0,0
1659643030288,51,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,51,0,0
1659643030339,51,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,51,0,0
1659643030255,154,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,154,0,109
1659643030304,162,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,162,0,106
1659643030409,70,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,70,0,0
1659643030466,57,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,57,0,0
1659643030479,69,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,69,0,0
1659643030390,160,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,160,0,106
1659643030523,49,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,49,0,0
1659643030551,51,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,51,0,0
1659643030602,48,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,48,0,0
1659643030548,151,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,151,0,107
1659643030572,164,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,164,0,119
1659643030650,182,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,182,0,110
1659643030765,88,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,88,0,0
1659643030765,92,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,92,0,0
1659643030832,50,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,50,0,0
1659643030853,83,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,83,0,0
1659643030857,97,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,97,0,0
1659643030882,75,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,75,0,0
1659643030936,155,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,155,0,110
1659643030955,163,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,163,0,106
1659643030957,165,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,165,0,109
1659643031091,49,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,49,0,0
1659643031140,78,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,78,0,0
1659643031122,86,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,86,0,0
1659643031118,87,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,87,0,0
1659643031277,88,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,88,0,0
1659643031277,91,HTTP Request,200,OK,text,true,,2662,6,6,https://swapi.dev/api/films/2/,91,0,0
1659643031278,154,HTTP Request,200,OK,text,true,,929,6,6,https://swapi.dev/api/people/2/,154,0,105
1659643031432,48,HTTP Request,200,OK,text,true,,2579,6,6,https://swapi.dev/api/films/1/,48,0,0
1659643031368,222,HTTP Request,200,OK,text,true,,929,12,12,https://swapi.dev/api/people/2/,222,0,110
1659643031365,239,HTTP Request,200,OK,text,true,,929,12,12,https://swapi.dev/api/people/2/,239,0,111
1659643031481,159,HTTP Request,200,OK,text,true,,2662,12,12,https://swapi.dev/api/films/2/,159,0,0
1659643031590,93,HTTP Request,200,OK,text,true,,2579,12,12,https://swapi.dev/api/films/1/,93,0,0
1659643031604,170,HTTP Request,200,OK,text,true,,2579,12,12,https://swapi.dev/api/films/1/,170,0,0
1659643031559,288,HTTP Request,200,OK,text,true,,929,12,12,https://swapi.dev/api/people/2/,288,0,110
1659643031560,299,HTTP Request,200,OK,text,true,,929,12,12,https://swapi.dev/api/people/2/,299,0,115
1659643031559,345,HTTP Request,200,OK,text,true,,929,12,12,https://swapi.dev/api/people/2/,345,0,111
1659643031559,352,HTTP Request,200,OK,text,true,,929,12,12,https://swapi.dev/api/people/2/,352,0,120
1659643031559,353,HTTP Request,200,OK,text,true,,929,12,12,https://swapi.dev/api/people/2/,353,0,115
